subject,run,trial,audio_filename,is_naturalistic,num_words
1,3,3,nat_01894.wav,True,6
1,3,4,nat_00727.wav,True,9
1,3,5,ctrl_01119.wav,False,16
1,3,6,nat_00325.wav,True,9
1,3,7,ctrl_00392.wav,False,8
1,3,8,nat_00302.wav,True,8
1,3,9,ctrl_00507.wav,False,8
1,3,10,ctrl_00060.wav,False,3
1,3,11,nat_00393.wav,True,5
1,3,12,nat_01586.wav,True,5
1,3,13,ctrl_00201.wav,False,5
1,3,14,nat_01347.wav,True,9
1,3,15,nat_01805.wav,True,11
1,3,16,ctrl_00825.wav,False,7
1,3,17,nat_01333.wav,True,7
1,3,18,ctrl_01018.wav,False,12
1,3,19,nat_01012.wav,True,5
1,3,20,nat_01713.wav,True,5
1,3,21,nat_01998.wav,True,9
1,3,22,nat_00809.wav,True,11
1,3,23,ctrl_00587.wav,False,9
1,3,24,nat_00047.wav,True,7
1,3,25,nat_00484.wav,True,9
1,3,26,nat_01811.wav,True,10
1,3,27,ctrl_00653.wav,False,8
1,3,28,ctrl_00022.wav,False,5
1,3,29,nat_00434.wav,True,10
1,3,30,ctrl_00728.wav,False,8
1,3,31,nat_01196.wav,True,6
1,3,32,ctrl_00770.wav,False,9
1,3,33,nat_00841.wav,True,10
1,3,34,ctrl_00824.wav,False,6
1,3,35,nat_01392.wav,True,10
1,3,36,ctrl_00365.wav,False,6
1,3,37,nat_01523.wav,True,10
1,3,38,nat_00838.wav,True,5
1,3,39,ctrl_00045.wav,False,9
1,3,40,nat_00911.wav,True,11
1,3,41,nat_00295.wav,True,5
1,3,42,nat_00516.wav,True,10
1,3,43,nat_00556.wav,True,7
1,3,44,ctrl_00222.wav,False,6
1,3,45,nat_00322.wav,True,10
1,3,46,nat_01715.wav,True,5
1,3,47,nat_00535.wav,True,7
1,3,48,ctrl_00588.wav,False,7
1,3,49,nat_00697.wav,True,11
1,3,50,nat_01125.wav,True,8
1,3,51,ctrl_00347.wav,False,7
1,3,52,ctrl_00395.wav,False,10
1,3,53,ctrl_00109.wav,False,8
1,3,54,ctrl_00306.wav,False,7
1,3,55,ctrl_00803.wav,False,5
1,3,56,nat_01385.wav,True,5
1,3,57,nat_00452.wav,True,4
1,3,58,nat_00374.wav,True,9
1,3,59,nat_01181.wav,True,9
1,3,60,ctrl_00991.wav,False,9
1,3,61,nat_01024.wav,True,11
1,3,62,ctrl_00880.wav,False,5
1,3,63,nat_01020.wav,True,12
1,3,64,nat_00476.wav,True,7
1,3,65,nat_00634.wav,True,12
1,3,66,nat_01928.wav,True,7
1,3,67,nat_00327.wav,True,9
1,3,68,nat_00710.wav,True,9
1,3,69,nat_01729.wav,True,8
1,3,70,ctrl_00903.wav,False,7
1,3,71,ctrl_00980.wav,False,4
1,3,72,ctrl_00671.wav,False,10
1,3,73,ctrl_00364.wav,False,5
1,3,74,nat_01393.wav,True,10
1,3,75,nat_01091.wav,True,7
1,3,76,ctrl_00027.wav,False,9
1,3,77,nat_00934.wav,True,10
1,3,78,nat_02011.wav,True,9
1,3,79,ctrl_01095.wav,False,9
1,3,80,nat_00118.wav,True,7
1,4,1,nat_00894.wav,True,5
1,4,2,nat_01445.wav,True,7
1,4,3,nat_00300.wav,True,9
1,4,4,ctrl_01111.wav,False,10
1,4,5,nat_01083.wav,True,6
1,4,6,nat_00998.wav,True,12
1,4,7,nat_01704.wav,True,6
1,4,8,nat_02044.wav,True,6
1,4,9,nat_00109.wav,True,12
1,4,10,nat_01886.wav,True,9
1,4,11,nat_00640.wav,True,8
1,4,12,ctrl_00382.wav,False,6
1,4,13,nat_00753.wav,True,6
1,4,14,nat_00064.wav,True,6
1,4,15,ctrl_00935.wav,False,10
1,4,16,nat_01813.wav,True,8
1,4,17,ctrl_00199.wav,False,12
1,4,18,ctrl_00171.wav,False,8
1,4,19,nat_01386.wav,True,6
1,4,20,nat_01609.wav,True,10
1,4,21,nat_00877.wav,True,7
1,4,22,ctrl_01146.wav,False,9
1,4,23,nat_01280.wav,True,11
1,4,24,ctrl_00751.wav,False,10
1,4,25,ctrl_00689.wav,False,8
1,4,26,ctrl_00152.wav,False,7
1,4,27,nat_00763.wav,True,11
1,4,28,nat_00353.wav,True,6
1,4,29,nat_01995.wav,True,7
1,4,30,nat_01775.wav,True,9
1,4,31,nat_01628.wav,True,10
1,4,32,nat_01389.wav,True,6
1,4,33,nat_00815.wav,True,8
1,4,34,nat_01288.wav,True,9
1,4,35,ctrl_00191.wav,False,7
1,4,36,ctrl_00137.wav,False,12
1,4,37,ctrl_00760.wav,False,5
1,4,38,nat_00637.wav,True,11
1,4,39,ctrl_00609.wav,False,9
1,4,40,ctrl_01021.wav,False,6
1,4,41,nat_01150.wav,True,10
1,4,42,nat_00881.wav,True,11
1,4,43,ctrl_01091.wav,False,9
1,4,44,nat_02084.wav,True,9
1,4,45,nat_00761.wav,True,9
1,4,46,ctrl_01020.wav,False,5
1,4,47,ctrl_00855.wav,False,9
1,4,48,ctrl_01114.wav,False,9
1,4,49,nat_00570.wav,True,10
1,4,50,nat_00518.wav,True,10
1,4,51,ctrl_01087.wav,False,9
1,4,52,nat_01785.wav,True,8
1,4,53,nat_00986.wav,True,8
1,4,54,nat_01706.wav,True,10
1,4,55,nat_01558.wav,True,7
1,4,56,nat_00729.wav,True,12
1,4,57,nat_02082.wav,True,8
1,4,58,nat_01484.wav,True,5
1,4,59,nat_01064.wav,True,9
1,4,60,nat_00186.wav,True,9
1,4,61,ctrl_00289.wav,False,9
1,4,62,ctrl_00927.wav,False,10
1,4,63,nat_00331.wav,True,9
1,4,64,ctrl_00116.wav,False,13
1,4,65,nat_01045.wav,True,10
1,4,66,nat_01384.wav,True,4
1,4,67,nat_00336.wav,True,10
1,4,68,nat_00589.wav,True,5
1,4,69,nat_00216.wav,True,11
1,4,70,ctrl_00388.wav,False,8
1,4,71,nat_00994.wav,True,8
1,4,72,nat_00406.wav,True,8
1,4,73,ctrl_00999.wav,False,13
1,4,74,ctrl_00480.wav,False,5
1,4,75,nat_00543.wav,True,9
1,4,76,nat_01877.wav,True,8
1,4,77,nat_01519.wav,True,8
1,4,78,nat_01171.wav,True,5
1,4,79,nat_01847.wav,True,7
1,4,80,nat_01060.wav,True,11
1,5,1,nat_01592.wav,True,6
1,5,2,nat_01103.wav,True,11
1,5,3,nat_01110.wav,True,6
1,5,4,nat_00722.wav,True,9
1,5,5,nat_02085.wav,True,10
1,5,6,ctrl_00692.wav,False,7
1,5,7,ctrl_00673.wav,False,9
1,5,8,nat_00177.wav,True,7
1,5,9,nat_01463.wav,True,7
1,5,10,ctrl_00710.wav,False,10
1,5,11,nat_00533.wav,True,7
1,5,12,nat_01159.wav,True,9
1,5,13,nat_01492.wav,True,10
1,5,14,ctrl_00993.wav,False,8
1,5,15,ctrl_00796.wav,False,9
1,5,16,ctrl_00599.wav,False,14
1,5,17,nat_01917.wav,True,6
1,5,18,ctrl_00475.wav,False,8
1,5,19,ctrl_00374.wav,False,7
1,5,20,nat_00717.wav,True,8
1,5,21,ctrl_00605.wav,False,9
1,5,22,nat_00306.wav,True,6
1,5,23,nat_00096.wav,True,10
1,5,24,nat_01152.wav,True,10
1,5,25,ctrl_00695.wav,False,9
1,5,26,nat_00230.wav,True,8
1,5,27,ctrl_00327.wav,False,10
1,5,28,nat_01718.wav,True,9
1,5,29,ctrl_00598.wav,False,13
1,5,30,nat_01574.wav,True,6
1,5,31,ctrl_00964.wav,False,6
1,5,32,nat_00210.wav,True,11
1,5,33,nat_00102.wav,True,6
1,5,34,ctrl_00788.wav,False,6
1,5,35,nat_01526.wav,True,7
1,5,36,nat_00759.wav,True,9
1,5,37,nat_00416.wav,True,8
1,5,38,nat_01755.wav,True,11
1,5,39,nat_01391.wav,True,9
1,5,40,ctrl_00041.wav,False,6
1,5,41,nat_01521.wav,True,11
1,5,42,nat_01222.wav,True,9
1,5,43,nat_01118.wav,True,7
1,5,44,nat_01532.wav,True,7
1,5,45,ctrl_01097.wav,False,12
1,5,46,ctrl_00514.wav,False,7
1,5,47,nat_00855.wav,True,11
1,5,48,ctrl_00515.wav,False,8
1,5,49,nat_01907.wav,True,10
1,5,50,ctrl_00221.wav,False,6
1,5,51,nat_01146.wav,True,12
1,5,52,ctrl_00843.wav,False,6
1,5,53,nat_00209.wav,True,10
1,5,54,nat_01325.wav,True,9
1,5,55,ctrl_00995.wav,False,9
1,5,56,ctrl_00931.wav,False,10
1,5,57,ctrl_00456.wav,False,8
1,5,58,nat_00315.wav,True,6
1,5,59,nat_00199.wav,True,11
1,5,60,nat_00835.wav,True,9
1,5,61,ctrl_00767.wav,False,10
1,5,62,ctrl_00464.wav,False,6
1,5,63,nat_00032.wav,True,5
1,5,64,ctrl_00081.wav,False,5
1,5,65,ctrl_00002.wav,False,5
1,5,66,nat_02093.wav,True,12
1,5,67,ctrl_00545.wav,False,7
1,5,68,ctrl_00683.wav,False,6
1,5,69,nat_01350.wav,True,10
1,5,70,nat_00450.wav,True,4
1,5,71,nat_01796.wav,True,10
1,5,72,nat_00430.wav,True,11
1,5,73,ctrl_00340.wav,False,2
1,5,74,ctrl_00153.wav,False,8
1,5,75,nat_00956.wav,True,6
1,5,76,ctrl_01123.wav,False,6
1,5,77,nat_01773.wav,True,10
1,5,78,ctrl_00334.wav,False,9
1,5,79,ctrl_00681.wav,False,5
1,5,80,ctrl_00086.wav,False,8
1,6,1,nat_01538.wav,True,9
1,6,2,nat_00223.wav,True,11
1,6,3,nat_00293.wav,True,10
1,6,4,nat_01863.wav,True,10
1,6,5,nat_01037.wav,True,7
1,6,6,nat_00278.wav,True,9
1,6,7,nat_00051.wav,True,8
1,6,8,nat_01254.wav,True,5
1,6,9,ctrl_00758.wav,False,13
1,6,10,nat_01160.wav,True,9
1,6,11,nat_01016.wav,True,5
1,6,12,nat_01367.wav,True,8
1,6,13,ctrl_00377.wav,False,11
1,6,14,nat_01644.wav,True,5
1,6,15,ctrl_00705.wav,False,9
1,6,16,nat_01921.wav,True,6
1,6,17,nat_01854.wav,True,6
1,6,18,ctrl_00351.wav,False,6
1,6,19,ctrl_01183.wav,False,7
1,6,20,nat_00745.wav,True,11
1,6,21,ctrl_00729.wav,False,9
1,6,22,ctrl_01066.wav,False,8
1,6,23,ctrl_00819.wav,False,13
1,6,24,nat_01930.wav,True,9
1,6,25,ctrl_00276.wav,False,11
1,6,26,nat_01300.wav,True,8
1,6,27,nat_00703.wav,True,9
1,6,28,nat_01257.wav,True,7
1,6,29,ctrl_00368.wav,False,6
1,6,30,ctrl_00049.wav,False,9
1,6,31,nat_01784.wav,True,9
1,6,32,nat_00372.wav,True,8
1,6,33,nat_01771.wav,True,5
1,6,34,ctrl_00487.wav,False,10
1,6,35,ctrl_00145.wav,False,8
1,6,36,nat_00149.wav,True,7
1,6,37,nat_01829.wav,True,11
1,6,38,nat_01096.wav,True,7
1,6,39,nat_00220.wav,True,11
1,6,40,ctrl_00994.wav,False,8
1,6,41,ctrl_00259.wav,False,16
1,6,42,nat_01457.wav,True,10
1,6,43,nat_00163.wav,True,11
1,6,44,ctrl_00363.wav,False,5
1,6,45,nat_00822.wav,True,8
1,6,46,nat_01941.wav,True,10
1,6,47,nat_01738.wav,True,9
1,6,48,nat_02069.wav,True,8
1,6,49,nat_00978.wav,True,11
1,6,50,nat_02042.wav,True,7
1,6,51,nat_00405.wav,True,5
1,6,52,nat_00160.wav,True,11
1,6,53,ctrl_00096.wav,False,10
1,6,54,nat_01896.wav,True,7
1,6,55,nat_00318.wav,True,6
1,6,56,nat_01255.wav,True,11
1,6,57,nat_00650.wav,True,8
1,6,58,nat_01047.wav,True,10
1,6,59,nat_01802.wav,True,9
1,6,60,nat_01966.wav,True,11
1,6,61,nat_01743.wav,True,8
1,6,62,nat_01646.wav,True,10
1,6,63,nat_00205.wav,True,7
1,6,64,nat_01769.wav,True,11
1,6,65,ctrl_00181.wav,False,3
1,6,66,ctrl_00573.wav,False,8
1,6,67,nat_01749.wav,True,10
1,6,68,nat_00555.wav,True,8
1,6,69,ctrl_00058.wav,False,14
1,6,70,ctrl_00429.wav,False,7
1,6,71,nat_00828.wav,True,8
1,6,72,nat_01870.wav,True,7
1,6,73,nat_00081.wav,True,9
1,6,74,ctrl_00205.wav,False,8
1,6,75,nat_01602.wav,True,8
1,6,76,nat_01216.wav,True,6
1,6,77,nat_00800.wav,True,11
1,6,78,nat_01965.wav,True,10
1,6,79,ctrl_00798.wav,False,10
1,6,80,ctrl_00912.wav,False,9
1,7,1,nat_00871.wav,True,6
1,7,2,nat_01848.wav,True,10
1,7,3,nat_01464.wav,True,8
1,7,4,nat_01726.wav,True,5
1,7,5,nat_01305.wav,True,10
1,7,6,ctrl_01064.wav,False,7
1,7,7,ctrl_00752.wav,False,8
1,7,8,nat_01377.wav,True,9
1,7,9,nat_01425.wav,True,11
1,7,10,ctrl_00367.wav,False,7
1,7,11,ctrl_01131.wav,False,9
1,7,12,nat_00549.wav,True,8
1,7,13,ctrl_01069.wav,False,8
1,7,14,nat_00958.wav,True,8
1,7,15,nat_00126.wav,True,7
1,7,16,nat_01142.wav,True,8
1,7,17,nat_01931.wav,True,8
1,7,18,ctrl_01115.wav,False,10
1,7,19,nat_00044.wav,True,8
1,7,20,nat_00321.wav,True,11
1,7,21,ctrl_00233.wav,False,9
1,7,22,nat_02081.wav,True,9
1,7,23,nat_01817.wav,True,6
1,7,24,nat_00249.wav,True,7
1,7,25,nat_00031.wav,True,10
1,7,26,nat_00442.wav,True,9
1,7,27,ctrl_00854.wav,False,8
1,7,28,nat_01804.wav,True,9
1,7,29,nat_01174.wav,True,9
1,7,30,nat_00538.wav,True,11
1,7,31,nat_01783.wav,True,8
1,7,32,ctrl_01013.wav,False,8
1,7,33,nat_01201.wav,True,11
1,7,34,nat_00573.wav,True,6
1,7,35,nat_01683.wav,True,7
1,7,36,ctrl_00111.wav,False,9
1,7,37,ctrl_00453.wav,False,6
1,7,38,nat_01232.wav,True,11
1,7,39,nat_01539.wav,True,9
1,7,40,nat_00811.wav,True,7
1,7,41,nat_00574.wav,True,7
1,7,42,nat_00252.wav,True,8
1,7,43,ctrl_00606.wav,False,9
1,7,44,nat_00596.wav,True,9
1,7,45,ctrl_00745.wav,False,9
1,7,46,ctrl_00782.wav,False,4
1,7,47,nat_00557.wav,True,6
1,7,48,nat_01055.wav,True,11
1,7,49,nat_02027.wav,True,9
1,7,50,nat_00793.wav,True,9
1,7,51,nat_02109.wav,True,10
1,7,52,nat_01970.wav,True,8
1,7,53,nat_02065.wav,True,9
1,7,54,nat_00733.wav,True,7
1,7,55,ctrl_00129.wav,False,7
1,7,56,nat_00067.wav,True,7
1,7,57,nat_02063.wav,True,7
1,7,58,ctrl_00700.wav,False,5
1,7,59,ctrl_01144.wav,False,8
1,7,60,ctrl_00441.wav,False,3
1,7,61,nat_01145.wav,True,11
1,7,62,nat_00048.wav,True,10
1,7,63,nat_00653.wav,True,7
1,7,64,ctrl_00397.wav,False,13
1,7,65,nat_00987.wav,True,9
1,7,66,nat_00691.wav,True,10
1,7,67,ctrl_00814.wav,False,7
1,7,68,nat_00762.wav,True,9
1,7,69,nat_00202.wav,True,9
1,7,70,nat_01309.wav,True,7
1,7,71,nat_01509.wav,True,8
1,7,72,nat_00999.wav,True,10
1,7,73,ctrl_00593.wav,False,8
1,7,74,nat_00721.wav,True,8
1,7,75,nat_01633.wav,True,9
1,7,76,ctrl_00000.wav,False,4
1,7,77,ctrl_00407.wav,False,9
1,7,78,nat_00182.wav,True,10
1,7,79,nat_00099.wav,True,9
1,7,80,nat_01635.wav,True,8
1,8,1,nat_01914.wav,True,7
1,8,2,nat_00755.wav,True,11
1,8,3,nat_00904.wav,True,8
1,8,4,nat_00187.wav,True,8
1,8,5,nat_00639.wav,True,10
1,8,6,nat_01225.wav,True,9
1,8,7,ctrl_00120.wav,False,3
1,8,8,nat_01138.wav,True,8
1,8,9,nat_01997.wav,True,9
1,8,10,nat_00153.wav,True,10
1,8,11,nat_00140.wav,True,7
1,8,12,nat_01502.wav,True,10
1,8,13,nat_01194.wav,True,6
1,8,14,ctrl_00940.wav,False,5
1,8,15,nat_01008.wav,True,6
1,8,16,ctrl_00014.wav,False,8
1,8,17,nat_01763.wav,True,11
1,8,18,nat_02021.wav,True,9
1,8,19,ctrl_01139.wav,False,14
1,8,20,nat_01230.wav,True,8
1,8,21,ctrl_00486.wav,False,9
1,8,22,nat_01173.wav,True,8
1,8,23,nat_00517.wav,True,11
1,8,24,ctrl_01110.wav,False,9
1,8,25,ctrl_00582.wav,False,5
1,8,26,nat_00818.wav,True,8
1,8,27,ctrl_00082.wav,False,5
1,8,28,ctrl_00801.wav,False,4
1,8,29,nat_00116.wav,True,7
1,8,30,ctrl_00472.wav,False,6
1,8,31,nat_01993.wav,True,7
1,8,32,ctrl_00012.wav,False,7
1,8,33,ctrl_01165.wav,False,7
1,8,34,nat_00346.wav,True,10
1,8,35,nat_00357.wav,True,7
1,8,36,nat_01544.wav,True,10
1,8,37,nat_00888.wav,True,7
1,8,38,nat_01213.wav,True,6
1,8,39,ctrl_00065.wav,False,7
1,8,40,nat_01407.wav,True,7
1,8,41,nat_00515.wav,True,9
1,8,42,ctrl_00281.wav,False,6
1,8,43,nat_01059.wav,True,10
1,8,44,nat_02014.wav,True,11
1,8,45,nat_00261.wav,True,9
1,8,46,nat_01429.wav,True,8
1,8,47,nat_01069.wav,True,9
1,8,48,nat_01210.wav,True,10
1,8,49,nat_01206.wav,True,8
1,8,50,nat_02071.wav,True,11
1,8,51,nat_01200.wav,True,10
1,8,52,ctrl_00533.wav,False,7
1,8,53,nat_02010.wav,True,11
1,8,54,nat_00181.wav,True,8
1,8,55,nat_02025.wav,True,9
1,8,56,nat_00858.wav,True,7
1,8,57,nat_02120.wav,True,10
1,8,58,ctrl_00151.wav,False,9
1,8,59,nat_00268.wav,True,7
1,8,60,ctrl_00595.wav,False,9
1,8,61,nat_00638.wav,True,10
1,8,62,nat_01245.wav,True,8
1,8,63,nat_01833.wav,True,6
1,8,64,nat_00480.wav,True,6
1,8,65,nat_01672.wav,True,7
1,8,66,ctrl_00372.wav,False,6
1,8,67,nat_00701.wav,True,9
1,8,68,ctrl_01124.wav,False,7
1,8,69,ctrl_00608.wav,False,8
1,8,70,ctrl_00883.wav,False,7
1,8,71,nat_00655.wav,True,8
1,8,72,nat_01922.wav,True,10
1,8,73,ctrl_00656.wav,False,13
1,8,74,ctrl_00627.wav,False,10
1,8,75,nat_01893.wav,True,7
1,8,76,ctrl_01116.wav,False,14
1,8,77,ctrl_00952.wav,False,8
1,8,78,nat_00299.wav,True,10
1,8,79,ctrl_00066.wav,False,7
1,8,80,ctrl_00043.wav,False,7
1,9,1,nat_00856.wav,True,12
1,9,2,nat_02106.wav,True,9
1,9,3,nat_01660.wav,True,4
1,9,4,ctrl_00421.wav,False,4
1,9,5,nat_01735.wav,True,7
1,9,6,ctrl_00142.wav,False,5
1,9,7,ctrl_00493.wav,False,9
1,9,8,ctrl_00822.wav,False,4
1,9,9,nat_01165.wav,True,7
1,9,10,nat_01116.wav,True,6
1,9,11,nat_00764.wav,True,9
1,9,12,nat_00065.wav,True,8
1,9,13,ctrl_00430.wav,False,7
1,9,14,ctrl_00018.wav,False,12
1,9,15,nat_00283.wav,True,9
1,9,16,nat_01770.wav,True,9
1,9,17,nat_00226.wav,True,9
1,9,18,ctrl_00603.wav,False,7
1,9,19,ctrl_00021.wav,False,5
1,9,20,nat_01789.wav,True,8
1,9,21,nat_00490.wav,True,6
1,9,22,nat_01411.wav,True,9
1,9,23,nat_02072.wav,True,9
1,9,24,nat_00686.wav,True,6
1,9,25,ctrl_00864.wav,False,7
1,9,26,ctrl_00220.wav,False,5
1,9,27,nat_00788.wav,True,8
1,9,28,nat_00974.wav,True,9
1,9,29,ctrl_00898.wav,False,14
1,9,30,nat_00338.wav,True,7
1,9,31,ctrl_00440.wav,False,2
1,9,32,nat_01486.wav,True,6
1,9,33,ctrl_00850.wav,False,8
1,9,34,ctrl_00436.wav,False,10
1,9,35,ctrl_01078.wav,False,12
1,9,36,nat_00604.wav,True,8
1,9,37,nat_02111.wav,True,6
1,9,38,ctrl_01185.wav,False,9
1,9,39,nat_00458.wav,True,8
1,9,40,ctrl_00943.wav,False,7
1,9,41,ctrl_01151.wav,False,10
1,9,42,nat_01513.wav,True,9
1,9,43,nat_00383.wav,True,10
1,9,44,ctrl_00428.wav,False,6
1,9,45,ctrl_00784.wav,False,6
1,9,46,ctrl_00200.wav,False,4
1,9,47,ctrl_00516.wav,False,9
1,9,48,nat_00960.wav,True,7
1,9,49,nat_00119.wav,True,7
1,9,50,ctrl_00887.wav,False,10
1,9,51,nat_01629.wav,True,6
1,9,52,ctrl_01001.wav,False,5
1,9,53,ctrl_00997.wav,False,12
1,9,54,nat_00095.wav,True,9
1,9,55,nat_01504.wav,True,11
1,9,56,nat_01760.wav,True,9
1,9,57,nat_01316.wav,True,12
1,9,58,nat_01534.wav,True,7
1,9,59,nat_00707.wav,True,10
1,9,60,nat_01235.wav,True,10
1,9,61,ctrl_00149.wav,False,8
1,9,62,nat_01632.wav,True,8
1,9,63,nat_00752.wav,True,9
1,9,64,nat_01658.wav,True,9
1,9,65,nat_01303.wav,True,8
1,9,66,ctrl_00857.wav,False,12
1,9,67,nat_00508.wav,True,5
